BOPOMR;HERKOMST;HFUDD;ALDER;KØN;TID;INDHOLD 
306 Odsherred;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;167
306 Odsherred;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;820
306 Odsherred;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;60
306 Odsherred;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;21209
316 Holbæk;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;2558
316 Holbæk;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;7800
316 Holbæk;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;494
316 Holbæk;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;2910
316 Holbæk;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;177
316 Holbæk;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;49521
320 Faxe;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1232
320 Faxe;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;3310
320 Faxe;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;230
320 Faxe;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1117
320 Faxe;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;70
320 Faxe;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;25290
326 Kalundborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1581
326 Kalundborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;3919
326 Kalundborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;184
326 Kalundborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1204
326 Kalundborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;99
326 Kalundborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;32422
329 Ringsted;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1452
329 Ringsted;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;3382
329 Ringsted;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;329
329 Ringsted;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1560
329 Ringsted;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;140
329 Ringsted;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;24544
330 Slagelse;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;2784
330 Slagelse;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;8005
330 Slagelse;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;592
330 Slagelse;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;2381
330 Slagelse;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;148
330 Slagelse;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;54623
336 Stevns;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;820
336 Stevns;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;2073
336 Stevns;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;125
336 Stevns;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;845
336 Stevns;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;66
336 Stevns;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;15474
340 Sorø;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;954
340 Sorø;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;2929
340 Sorø;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;241
340 Sorø;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1634
340 Sorø;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;113
340 Sorø;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;20286
350 Lejre;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1121
350 Lejre;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;2954
350 Lejre;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;266
350 Lejre;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;2026
350 Lejre;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;222
350 Lejre;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;18725
360 Lolland;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;842
360 Lolland;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;2915
360 Lolland;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;123
360 Lolland;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;649
360 Lolland;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;45
360 Lolland;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;26204
370 Næstved;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;2981
370 Næstved;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;9044
370 Næstved;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;488
370 Næstved;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;2612
370 Næstved;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;168
370 Næstved;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;57199
376 Guldborgsund;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1661
376 Guldborgsund;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;5945
376 Guldborgsund;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;264
376 Guldborgsund;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1555
376 Guldborgsund;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;64
376 Guldborgsund;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;39788
390 Vordingborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1318
390 Vordingborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;4561
390 Vordingborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;295
390 Vordingborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1502
390 Vordingborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;134
390 Vordingborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;29968
400 Bornholm;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;979
400 Bornholm;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;3789
400 Bornholm;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;270
400 Bornholm;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1266
400 Bornholm;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;86
400 Bornholm;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;25598
410 Middelfart;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1377
410 Middelfart;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;4326
410 Middelfart;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;295
410 Middelfart;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;2008
410 Middelfart;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;113
410 Middelfart;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;26323
420 Assens;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1345
420 Assens;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;3939
420 Assens;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;244
420 Assens;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1337
420 Assens;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;110
420 Assens;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;27248
430 Faaborg-Midtfyn;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1789
430 Faaborg-Midtfyn;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;5084
430 Faaborg-Midtfyn;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;328
430 Faaborg-Midtfyn;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1740
430 Faaborg-Midtfyn;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;143
430 Faaborg-Midtfyn;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;33882
440 Kerteminde;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;743
440 Kerteminde;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;2403
440 Kerteminde;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;173
440 Kerteminde;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;803
440 Kerteminde;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;74
440 Kerteminde;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;15630
450 Nyborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1042
450 Nyborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;3156
450 Nyborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;228
450 Nyborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1218
450 Nyborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;116
450 Nyborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;21281
461 Odense;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;7365
461 Odense;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;25207
461 Odense;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;6231
461 Odense;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;16320
461 Odense;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;1718
461 Odense;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;148009
479 Svendborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1786
479 Svendborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;7649
479 Svendborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;479
479 Svendborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;2580
479 Svendborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;144
479 Svendborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;39455
480 Nordfyns;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;981
480 Nordfyns;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;2658
480 Nordfyns;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;146
480 Nordfyns;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;861
480 Nordfyns;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;73
480 Nordfyns;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;19859
482 Langeland;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;251
482 Langeland;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;905
482 Langeland;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;63
482 Langeland;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;267
482 Langeland;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;21
482 Langeland;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;7799
492 Ærø;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;216
492 Ærø;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;566
492 Ærø;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;39
492 Ærø;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;222
492 Ærø;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;17
492 Ærø;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;3718
510 Haderslev;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1760
510 Haderslev;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;5582
510 Haderslev;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;287
510 Haderslev;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1648
510 Haderslev;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;61
510 Haderslev;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;37254
530 Billund;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;875
530 Billund;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;2190
530 Billund;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;113
530 Billund;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;827
530 Billund;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;68
530 Billund;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;17796
540 Sønderborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;2813
540 Sønderborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;7478
540 Sønderborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;562
540 Sønderborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;3100
540 Sønderborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;236
540 Sønderborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;48615
550 Tønder;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1076
550 Tønder;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;3053
550 Tønder;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;136
550 Tønder;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;875
550 Tønder;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;68
550 Tønder;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;24457
561 Esbjerg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;4120
561 Esbjerg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;14042
561 Esbjerg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;896
561 Esbjerg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;4431
561 Esbjerg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;249
561 Esbjerg;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;78912
563 Fanø;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;126
563 Fanø;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;529
563 Fanø;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;32
563 Fanø;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;173
563 Fanø;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;13
563 Fanø;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;2057
573 Varde;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1649
573 Varde;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;4825
573 Varde;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;207
573 Varde;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1231
573 Varde;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;81
573 Varde;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;33037
575 Vejen;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1418
575 Vejen;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;3668
575 Vejen;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;223
575 Vejen;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1150
575 Vejen;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;56
575 Vejen;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;28542
580 Aabenraa;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1863
580 Aabenraa;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;5201
580 Aabenraa;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;296
580 Aabenraa;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1869
580 Aabenraa;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;123
580 Aabenraa;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;39052
607 Fredericia;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1766
607 Fredericia;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;5363
607 Fredericia;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;413
607 Fredericia;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1997
607 Fredericia;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;145
607 Fredericia;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;35083
615 Horsens;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;4097
615 Horsens;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;11215
615 Horsens;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;667
615 Horsens;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;4260
615 Horsens;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;243
615 Horsens;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;64746
621 Kolding;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;3823
621 Kolding;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;10281
621 Kolding;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;1127
