ULLIG;KOMMUNEDK;TID;INDHOLD 
73 P90/10 (Upper decile boundary divided by lower);201 Allerød;1990 1990;2.35
73 P90/10 (Upper decile boundary divided by lower);210 Fredensborg;1990 1990;2.55
73 P90/10 (Upper decile boundary divided by lower);217 Helsingør;1990 1990;2.56
73 P90/10 (Upper decile boundary divided by lower);219 Hillerød;1990 1990;2.47
73 P90/10 (Upper decile boundary divided by lower);223 Hørsholm;1990 1990;3.02
73 P90/10 (Upper decile boundary divided by lower);230 Rudersdal;1990 1990;3.26
73 P90/10 (Upper decile boundary divided by lower);240 Egedal;1990 1990;2.21
73 P90/10 (Upper decile boundary divided by lower);250 Frederikssund;1990 1990;2.29
73 P90/10 (Upper decile boundary divided by lower);253 Greve;1990 1990;2.36
73 P90/10 (Upper decile boundary divided by lower);259 Køge;1990 1990;2.33
73 P90/10 (Upper decile boundary divided by lower);260 Halsnæs;1990 1990;2.19
73 P90/10 (Upper decile boundary divided by lower);265 Roskilde;1990 1990;2.51
73 P90/10 (Upper decile boundary divided by lower);269 Solrød;1990 1990;2.23
73 P90/10 (Upper decile boundary divided by lower);270 Gribskov;1990 1990;2.43
73 P90/10 (Upper decile boundary divided by lower);306 Odsherred;1990 1990;2.31
73 P90/10 (Upper decile boundary divided by lower);316 Holbæk;1990 1990;2.33
73 P90/10 (Upper decile boundary divided by lower);320 Faxe;1990 1990;2.34
73 P90/10 (Upper decile boundary divided by lower);326 Kalundborg;1990 1990;2.29
73 P90/10 (Upper decile boundary divided by lower);329 Ringsted;1990 1990;2.36
73 P90/10 (Upper decile boundary divided by lower);330 Slagelse;1990 1990;2.35
73 P90/10 (Upper decile boundary divided by lower);336 Stevns;1990 1990;2.36
73 P90/10 (Upper decile boundary divided by lower);340 Sorø;1990 1990;2.37
73 P90/10 (Upper decile boundary divided by lower);350 Lejre;1990 1990;2.25
73 P90/10 (Upper decile boundary divided by lower);360 Lolland;1990 1990;2.20
73 P90/10 (Upper decile boundary divided by lower);370 Næstved;1990 1990;2.34
73 P90/10 (Upper decile boundary divided by lower);376 Guldborgsund;1990 1990;2.31
73 P90/10 (Upper decile boundary divided by lower);390 Vordingborg;1990 1990;2.33
73 P90/10 (Upper decile boundary divided by lower);400 Bornholm;1990 1990;2.24
73 P90/10 (Upper decile boundary divided by lower);410 Middelfart;1990 1990;2.20
73 P90/10 (Upper decile boundary divided by lower);420 Assens;1990 1990;2.22
73 P90/10 (Upper decile boundary divided by lower);430 Faaborg-Midtfyn;1990 1990;2.25
73 P90/10 (Upper decile boundary divided by lower);440 Kerteminde;1990 1990;2.18
73 P90/10 (Upper decile boundary divided by lower);450 Nyborg;1990 1990;2.22
73 P90/10 (Upper decile boundary divided by lower);461 Odense;1990 1990;2.49
73 P90/10 (Upper decile boundary divided by lower);479 Svendborg;1990 1990;2.36
73 P90/10 (Upper decile boundary divided by lower);480 Nordfyns;1990 1990;2.19
73 P90/10 (Upper decile boundary divided by lower);482 Langeland;1990 1990;2.24
73 P90/10 (Upper decile boundary divided by lower);492 Ærø;1990 1990;2.42
73 P90/10 (Upper decile boundary divided by lower);510 Haderslev;1990 1990;2.30
73 P90/10 (Upper decile boundary divided by lower);530 Billund;1990 1990;2.28
73 P90/10 (Upper decile boundary divided by lower);540 Sønderborg;1990 1990;2.35
73 P90/10 (Upper decile boundary divided by lower);550 Tønder;1990 1990;2.34
73 P90/10 (Upper decile boundary divided by lower);561 Esbjerg;1990 1990;2.35
73 P90/10 (Upper decile boundary divided by lower);563 Fanø;1990 1990;2.48
73 P90/10 (Upper decile boundary divided by lower);573 Varde;1990 1990;2.31
71 Hoover index;163 Herlev;2014 2014;17.57
71 Hoover index;165 Albertslund;2014 2014;17.79
71 Hoover index;167 Hvidovre;2014 2014;17.16
71 Hoover index;169 Høje-Taastrup;2014 2014;17.57
71 Hoover index;173 Lyngby-Taarbæk;2014 2014;24.46
71 Hoover index;175 Rødovre;2014 2014;17.45
71 Hoover index;183 Ishøj;2014 2014;17.16
71 Hoover index;185 Tårnby;2014 2014;15.99
71 Hoover index;187 Vallensbæk;2014 2014;17.32
71 Hoover index;190 Furesø;2014 2014;19.74
71 Hoover index;201 Allerød;2014 2014;16.90
71 Hoover index;210 Fredensborg;2014 2014;21.04
71 Hoover index;217 Helsingør;2014 2014;19.84
71 Hoover index;219 Hillerød;2014 2014;18.27
71 Hoover index;223 Hørsholm;2014 2014;25.62
71 Hoover index;230 Rudersdal;2014 2014;27.00
71 Hoover index;240 Egedal;2014 2014;14.89
71 Hoover index;250 Frederikssund;2014 2014;16.40
71 Hoover index;253 Greve;2014 2014;17.39
71 Hoover index;259 Køge;2014 2014;16.97
71 Hoover index;260 Halsnæs;2014 2014;15.49
71 Hoover index;265 Roskilde;2014 2014;19.16
71 Hoover index;269 Solrød;2014 2014;17.77
71 Hoover index;270 Gribskov;2014 2014;17.29
71 Hoover index;306 Odsherred;2014 2014;15.98
71 Hoover index;316 Holbæk;2014 2014;16.94
71 Hoover index;320 Faxe;2014 2014;15.92
71 Hoover index;326 Kalundborg;2014 2014;16.86
71 Hoover index;329 Ringsted;2014 2014;16.88
71 Hoover index;330 Slagelse;2014 2014;16.91
71 Hoover index;336 Stevns;2014 2014;16.24
71 Hoover index;340 Sorø;2014 2014;16.64
71 Hoover index;350 Lejre;2014 2014;16.54
71 Hoover index;360 Lolland;2014 2014;17.79
71 Hoover index;370 Næstved;2014 2014;16.85
71 Hoover index;376 Guldborgsund;2014 2014;17.05
71 Hoover index;390 Vordingborg;2014 2014;16.78
71 Hoover index;400 Bornholm;2014 2014;15.26
71 Hoover index;410 Middelfart;2014 2014;17.36
71 Hoover index;420 Assens;2014 2014;15.81
71 Hoover index;430 Faaborg-Midtfyn;2014 2014;15.56
71 Hoover index;440 Kerteminde;2014 2014;16.78
71 Hoover index;450 Nyborg;2014 2014;16.03
71 Hoover index;461 Odense;2014 2014;19.11
71 Hoover index;479 Svendborg;2014 2014;17.76
71 Hoover index;480 Nordfyns;2014 2014;15.58
71 Hoover index;482 Langeland;2014 2014;15.38
71 Hoover index;492 Ærø;2014 2014;17.44
71 Hoover index;510 Haderslev;2014 2014;17.06
71 Hoover index;530 Billund;2014 2014;16.78
71 Hoover index;540 Sønderborg;2014 2014;17.70
71 Hoover index;550 Tønder;2014 2014;17.07
71 Hoover index;561 Esbjerg;2014 2014;18.02
71 Hoover index;563 Fanø;2014 2014;17.56
71 Hoover index;573 Varde;2014 2014;16.97
71 Hoover index;575 Vejen;2014 2014;16.67
71 Hoover index;580 Aabenraa;2014 2014;18.32
71 Hoover index;607 Fredericia;2014 2014;17.35
71 Hoover index;615 Horsens;2014 2014;17.06
71 Hoover index;621 Kolding;2014 2014;17.72
71 Hoover index;630 Vejle;2014 2014;18.18
71 Hoover index;657 Herning;2014 2014;17.02
71 Hoover index;661 Holstebro;2014 2014;16.66
71 Hoover index;665 Lemvig;2014 2014;16.90
71 Hoover index;671 Struer;2014 2014;16.31
71 Hoover index;706 Syddjurs;2014 2014;17.39
71 Hoover index;707 Norddjurs;2014 2014;16.59
71 Hoover index;710 Favrskov;2014 2014;15.23
71 Hoover index;727 Odder;2014 2014;16.07
71 Hoover index;730 Randers;2014 2014;16.60
71 Hoover index;740 Silkeborg;2014 2014;20.94
71 Hoover index;741 Samsø;2014 2014;16.98
71 Hoover index;746 Skanderborg;2014 2014;16.00
71 Hoover index;751 Aarhus;2014 2014;21.82
71 Hoover index;756 Ikast-Brande;2014 2014;16.42
71 Hoover index;760 Ringkøbing-Skjern;2014 2014;16.63
71 Hoover index;766 Hedensted;2014 2014;15.80
71 Hoover index;773 Morsø;2014 2014;16.80
71 Hoover index;779 Skive;2014 2014;16.32
71 Hoover index;787 Thisted;2014 2014;16.44
71 Hoover index;791 Viborg;2014 2014;16.49
71 Hoover index;810 Brønderslev;2014 2014;15.96
71 Hoover index;813 Frederikshavn;2014 2014;16.37
71 Hoover index;820 Vesthimmerlands;2014 2014;16.38
71 Hoover index;825 Læsø;2014 2014;14.79
71 Hoover index;840 Rebild;2014 2014;16.39
71 Hoover index;846 Mariagerfjord;2014 2014;16.37
71 Hoover index;849 Jammerbugt;2014 2014;15.71
71 Hoover index;851 Aalborg;2014 2014;18.91
71 Hoover index;860 Hjørring;2014 2014;17.18
72 S80/S20 (Income quintile share ratio);000 All Denmark;2014 2014;4.36
72 S80/S20 (Income quintile share ratio);101 Copenhagen;2014 2014;5.56
72 S80/S20 (Income quintile share ratio);147 Frederiksberg;2014 2014;6.69
72 S80/S20 (Income quintile share ratio);151 Ballerup;2014 2014;3.82
72 S80/S20 (Income quintile share ratio);153 Brøndby;2014 2014;3.58
72 S80/S20 (Income quintile share ratio);155 Dragør;2014 2014;4.20
72 S80/S20 (Income quintile share ratio);157 Gentofte;2014 2014;11.25
72 S80/S20 (Income quintile share ratio);159 Gladsaxe;2014 2014;4.33
72 S80/S20 (Income quintile share ratio);161 Glostrup;2014 2014;3.56
72 S80/S20 (Income quintile share ratio);163 Herlev;2014 2014;3.56
72 S80/S20 (Income quintile share ratio);165 Albertslund;2014 2014;3.80
72 S80/S20 (Income quintile share ratio);167 Hvidovre;2014 2014;3.55
72 S80/S20 (Income quintile share ratio);169 Høje-Taastrup;2014 2014;3.68
72 S80/S20 (Income quintile share ratio);173 Lyngby-Taarbæk;2014 2014;6.62
72 S80/S20 (Income quintile share ratio);175 Rødovre;2014 2014;3.53
72 S80/S20 (Income quintile share ratio);183 Ishøj;2014 2014;3.53
72 S80/S20 (Income quintile share ratio);185 Tårnby;2014 2014;3.35
72 S80/S20 (Income quintile share ratio);187 Vallensbæk;2014 2014;3.77
72 S80/S20 (Income quintile share ratio);190 Furesø;2014 2014;4.46
72 S80/S20 (Income quintile share ratio);201 Allerød;2014 2014;3.61
72 S80/S20 (Income quintile share ratio);210 Fredensborg;2014 2014;4.73
72 S80/S20 (Income quintile share ratio);217 Helsingør;2014 2014;4.32
72 S80/S20 (Income quintile share ratio);219 Hillerød;2014 2014;4.17
72 S80/S20 (Income quintile share ratio);223 Hørsholm;2014 2014;7.09
72 S80/S20 (Income quintile share ratio);230 Rudersdal;2014 2014;7.97
72 S80/S20 (Income quintile share ratio);240 Egedal;2014 2014;3.08
72 S80/S20 (Income quintile share ratio);250 Frederikssund;2014 2014;3.37
72 S80/S20 (Income quintile share ratio);253 Greve;2014 2014;3.71
72 S80/S20 (Income quintile share ratio);259 Køge;2014 2014;3.48
72 S80/S20 (Income quintile share ratio);260 Halsnæs;2014 2014;3.11
72 S80/S20 (Income quintile share ratio);265 Roskilde;2014 2014;4.36
72 S80/S20 (Income quintile share ratio);269 Solrød;2014 2014;3.85
72 S80/S20 (Income quintile share ratio);270 Gribskov;2014 2014;3.67
72 S80/S20 (Income quintile share ratio);306 Odsherred;2014 2014;3.21
72 S80/S20 (Income quintile share ratio);316 Holbæk;2014 2014;3.52
72 S80/S20 (Income quintile share ratio);320 Faxe;2014 2014;3.28
72 S80/S20 (Income quintile share ratio);326 Kalundborg;2014 2014;3.50
72 S80/S20 (Income quintile share ratio);329 Ringsted;2014 2014;3.52
72 S80/S20 (Income quintile share ratio);330 Slagelse;2014 2014;3.52
72 S80/S20 (Income quintile share ratio);336 Stevns;2014 2014;3.33
72 S80/S20 (Income quintile share ratio);340 Sorø;2014 2014;3.42
72 S80/S20 (Income quintile share ratio);350 Lejre;2014 2014;3.57
72 S80/S20 (Income quintile share ratio);360 Lolland;2014 2014;3.70
72 S80/S20 (Income quintile share ratio);370 Næstved;2014 2014;3.56
72 S80/S20 (Income quintile share ratio);376 Guldborgsund;2014 2014;3.67
72 S80/S20 (Income quintile share ratio);390 Vordingborg;2014 2014;3.51
72 S80/S20 (Income quintile share ratio);400 Bornholm;2014 2014;3.02
72 S80/S20 (Income quintile share ratio);410 Middelfart;2014 2014;3.92
72 S80/S20 (Income quintile share ratio);420 Assens;2014 2014;3.24
72 S80/S20 (Income quintile share ratio);430 Faaborg-Midtfyn;2014 2014;3.11
72 S80/S20 (Income quintile share ratio);440 Kerteminde;2014 2014;3.34
72 S80/S20 (Income quintile share ratio);450 Nyborg;2014 2014;3.25
72 S80/S20 (Income quintile share ratio);461 Odense;2014 2014;4.24
72 S80/S20 (Income quintile share ratio);479 Svendborg;2014 2014;3.74
72 S80/S20 (Income quintile share ratio);480 Nordfyns;2014 2014;3.15
72 S80/S20 (Income quintile share ratio);482 Langeland;2014 2014;3.02
72 S80/S20 (Income quintile share ratio);492 Ærø;2014 2014;3.64
72 S80/S20 (Income quintile share ratio);510 Haderslev;2014 2014;3.66
72 S80/S20 (Income quintile share ratio);530 Billund;2014 2014;3.49
72 S80/S20 (Income quintile share ratio);540 Sønderborg;2014 2014;3.63
72 S80/S20 (Income quintile share ratio);550 Tønder;2014 2014;3.88
72 S80/S20 (Income quintile share ratio);561 Esbjerg;2014 2014;3.78
72 S80/S20 (Income quintile share ratio);563 Fanø;2014 2014;3.57
72 S80/S20 (Income quintile share ratio);573 Varde;2014 2014;3.85
72 S80/S20 (Income quintile share ratio);575 Vejen;2014 2014;3.56
72 S80/S20 (Income quintile share ratio);580 Aabenraa;2014 2014;4.37
72 S80/S20 (Income quintile share ratio);607 Fredericia;2014 2014;3.59
72 S80/S20 (Income quintile share ratio);615 Horsens;2014 2014;3.57
72 S80/S20 (Income quintile share ratio);621 Kolding;2014 2014;3.79
72 S80/S20 (Income quintile share ratio);630 Vejle;2014 2014;4.18
72 S80/S20 (Income quintile share ratio);657 Herning;2014 2014;3.66
72 S80/S20 (Income quintile share ratio);661 Holstebro;2014 2014;3.52
72 S80/S20 (Income quintile share ratio);665 Lemvig;2014 2014;3.64
72 S80/S20 (Income quintile share ratio);671 Struer;2014 2014;3.46
72 S80/S20 (Income quintile share ratio);706 Syddjurs;2014 2014;3.99
72 S80/S20 (Income quintile share ratio);707 Norddjurs;2014 2014;3.51
72 S80/S20 (Income quintile share ratio);710 Favrskov;2014 2014;3.12
72 S80/S20 (Income quintile share ratio);727 Odder;2014 2014;3.35
72 S80/S20 (Income quintile share ratio);730 Randers;2014 2014;3.51
72 S80/S20 (Income quintile share ratio);740 Silkeborg;2014 2014;9.30
72 S80/S20 (Income quintile share ratio);741 Samsø;2014 2014;3.49
72 S80/S20 (Income quintile share ratio);746 Skanderborg;2014 2014;3.30
72 S80/S20 (Income quintile share ratio);751 Aarhus;2014 2014;5.48
72 S80/S20 (Income quintile share ratio);756 Ikast-Brande;2014 2014;3.55
72 S80/S20 (Income quintile share ratio);760 Ringkøbing-Skjern;2014 2014;3.58
72 S80/S20 (Income quintile share ratio);766 Hedensted;2014 2014;3.23
72 S80/S20 (Income quintile share ratio);773 Morsø;2014 2014;3.53
72 S80/S20 (Income quintile share ratio);779 Skive;2014 2014;3.49
72 S80/S20 (Income quintile share ratio);787 Thisted;2014 2014;3.48
72 S80/S20 (Income quintile share ratio);791 Viborg;2014 2014;3.54
72 S80/S20 (Income quintile share ratio);810 Brønderslev;2014 2014;3.34
72 S80/S20 (Income quintile share ratio);813 Frederikshavn;2014 2014;3.35
72 S80/S20 (Income quintile share ratio);820 Vesthimmerlands;2014 2014;3.45
72 S80/S20 (Income quintile share ratio);825 Læsø;2014 2014;2.93
72 S80/S20 (Income quintile share ratio);840 Rebild;2014 2014;3.42
72 S80/S20 (Income quintile share ratio);846 Mariagerfjord;2014 2014;3.37
72 S80/S20 (Income quintile share ratio);849 Jammerbugt;2014 2014;3.23
72 S80/S20 (Income quintile share ratio);851 Aalborg;2014 2014;4.35
72 S80/S20 (Income quintile share ratio);860 Hjørring;2014 2014;3.71
73 P90/10 (Upper decile boundary divided by lower);000 All Denmark;2014 2014;3.12
73 P90/10 (Upper decile boundary divided by lower);101 Copenhagen;2014 2014;4.15
73 P90/10 (Upper decile boundary divided by lower);147 Frederiksberg;2014 2014;4.34
73 P90/10 (Upper decile boundary divided by lower);151 Ballerup;2014 2014;3.03
73 P90/10 (Upper decile boundary divided by lower);153 Brøndby;2014 2014;2.96
73 P90/10 (Upper decile boundary divided by lower);155 Dragør;2014 2014;3.11
73 P90/10 (Upper decile boundary divided by lower);157 Gentofte;2014 2014;5.42
73 P90/10 (Upper decile boundary divided by lower);159 Gladsaxe;2014 2014;3.45
73 P90/10 (Upper decile boundary divided by lower);161 Glostrup;2014 2014;3.02
73 P90/10 (Upper decile boundary divided by lower);163 Herlev;2014 2014;2.99
73 P90/10 (Upper decile boundary divided by lower);165 Albertslund;2014 2014;3.15
73 P90/10 (Upper decile boundary divided by lower);167 Hvidovre;2014 2014;2.95
73 P90/10 (Upper decile boundary divided by lower);169 Høje-Taastrup;2014 2014;3.07
73 P90/10 (Upper decile boundary divided by lower);173 Lyngby-Taarbæk;2014 2014;4.17
73 P90/10 (Upper decile boundary divided by lower);175 Rødovre;2014 2014;3.01
73 P90/10 (Upper decile boundary divided by lower);183 Ishøj;2014 2014;2.88
73 P90/10 (Upper decile boundary divided by lower);185 Tårnby;2014 2014;2.81
73 P90/10 (Upper decile boundary divided by lower);187 Vallensbæk;2014 2014;2.90
73 P90/10 (Upper decile boundary divided by lower);190 Furesø;2014 2014;3.44
73 P90/10 (Upper decile boundary divided by lower);201 Allerød;2014 2014;2.94
73 P90/10 (Upper decile boundary divided by lower);210 Fredensborg;2014 2014;3.30
73 P90/10 (Upper decile boundary divided by lower);217 Helsingør;2014 2014;3.14
73 P90/10 (Upper decile boundary divided by lower);219 Hillerød;2014 2014;2.99
73 P90/10 (Upper decile boundary divided by lower);223 Hørsholm;2014 2014;4.21
73 P90/10 (Upper decile boundary divided by lower);230 Rudersdal;2014 2014;4.40
73 P90/10 (Upper decile boundary divided by lower);240 Egedal;2014 2014;2.53
73 P90/10 (Upper decile boundary divided by lower);250 Frederikssund;2014 2014;2.73
73 P90/10 (Upper decile boundary divided by lower);253 Greve;2014 2014;2.91
73 P90/10 (Upper decile boundary divided by lower);259 Køge;2014 2014;2.82
73 P90/10 (Upper decile boundary divided by lower);260 Halsnæs;2014 2014;2.54
73 P90/10 (Upper decile boundary divided by lower);265 Roskilde;2014 2014;3.28
73 P90/10 (Upper decile boundary divided by lower);269 Solrød;2014 2014;2.90
73 P90/10 (Upper decile boundary divided by lower);270 Gribskov;2014 2014;2.74
73 P90/10 (Upper decile boundary divided by lower);306 Odsherred;2014 2014;2.52
73 P90/10 (Upper decile boundary divided by lower);316 Holbæk;2014 2014;2.79
73 P90/10 (Upper decile boundary divided by lower);320 Faxe;2014 2014;2.64
73 P90/10 (Upper decile boundary divided by lower);326 Kalundborg;2014 2014;2.74
73 P90/10 (Upper decile boundary divided by lower);329 Ringsted;2014 2014;2.77
73 P90/10 (Upper decile boundary divided by lower);330 Slagelse;2014 2014;2.86
73 P90/10 (Upper decile boundary divided by lower);336 Stevns;2014 2014;2.66
73 P90/10 (Upper decile boundary divided by lower);340 Sorø;2014 2014;2.68
