OMRÅDE;ALDER;KØN;TID;INDHOLD 
306 Odsherred;TOT Age, total;TOT Total;2017M12 2017M12;5.4
316 Holbæk;TOT Age, total;TOT Total;2017M12 2017M12;4.0
320 Faxe;TOT Age, total;TOT Total;2017M12 2017M12;4.1
326 Kalundborg;TOT Age, total;TOT Total;2017M12 2017M12;4.6
101 Copenhagen;TOT Age, total;TOT Total;2016M09 2016M09;5.0
147 Frederiksberg;TOT Age, total;TOT Total;2016M09 2016M09;4.4
151 Ballerup;TOT Age, total;TOT Total;2016M09 2016M09;3.9
153 Brøndby;TOT Age, total;TOT Total;2016M09 2016M09;5.5
155 Dragør;TOT Age, total;TOT Total;2016M09 2016M09;2.6
157 Gentofte;TOT Age, total;TOT Total;2016M09 2016M09;2.7
159 Gladsaxe;TOT Age, total;TOT Total;2016M09 2016M09;3.8
161 Glostrup;TOT Age, total;TOT Total;2016M09 2016M09;4.7
163 Herlev;TOT Age, total;TOT Total;2016M09 2016M09;3.9
165 Albertslund;TOT Age, total;TOT Total;2016M09 2016M09;6.1
167 Hvidovre;TOT Age, total;TOT Total;2016M09 2016M09;3.8
169 Høje-Taastrup;TOT Age, total;TOT Total;2016M09 2016M09;5.6
173 Lyngby-Taarbæk;TOT Age, total;TOT Total;2016M09 2016M09;2.8
175 Rødovre;TOT Age, total;TOT Total;2016M09 2016M09;4.4
183 Ishøj;TOT Age, total;TOT Total;2016M09 2016M09;7.6
185 Tårnby;TOT Age, total;TOT Total;2016M09 2016M09;3.4
187 Vallensbæk;TOT Age, total;TOT Total;2016M09 2016M09;3.5
190 Furesø;TOT Age, total;TOT Total;2016M09 2016M09;2.8
201 Allerød;TOT Age, total;TOT Total;2016M09 2016M09;1.9
210 Fredensborg;TOT Age, total;TOT Total;2016M09 2016M09;3.3
000 All Denmark;TOT Age, total;TOT Total;2016M03 2016M03;4.4
101 Copenhagen;TOT Age, total;TOT Total;2016M03 2016M03;5.1
147 Frederiksberg;TOT Age, total;TOT Total;2016M03 2016M03;4.7
151 Ballerup;TOT Age, total;TOT Total;2016M03 2016M03;4.5
153 Brøndby;TOT Age, total;TOT Total;2016M03 2016M03;5.6
155 Dragør;TOT Age, total;TOT Total;2016M03 2016M03;2.6
217 Helsingør;TOT Age, total;TOT Total;2016M09 2016M09;3.8
219 Hillerød;TOT Age, total;TOT Total;2016M09 2016M09;2.8
223 Hørsholm;TOT Age, total;TOT Total;2016M09 2016M09;2.3
230 Rudersdal;TOT Age, total;TOT Total;2016M09 2016M09;2.5
240 Egedal;TOT Age, total;TOT Total;2016M09 2016M09;2.7
250 Frederikssund;TOT Age, total;TOT Total;2016M09 2016M09;3.4
253 Greve;TOT Age, total;TOT Total;2016M09 2016M09;3.2
259 Køge;TOT Age, total;TOT Total;2016M09 2016M09;3.4
260 Halsnæs;TOT Age, total;TOT Total;2016M09 2016M09;4.3
265 Roskilde;TOT Age, total;TOT Total;2016M09 2016M09;3.7
269 Solrød;TOT Age, total;TOT Total;2016M09 2016M09;2.4
270 Gribskov;TOT Age, total;TOT Total;2016M09 2016M09;3.2
306 Odsherred;TOT Age, total;TOT Total;2016M09 2016M09;4.2
316 Holbæk;TOT Age, total;TOT Total;2016M09 2016M09;3.2
320 Faxe;TOT Age, total;TOT Total;2016M09 2016M09;4.2
326 Kalundborg;TOT Age, total;TOT Total;2016M09 2016M09;4.0
329 Ringsted;TOT Age, total;TOT Total;2016M09 2016M09;3.9
330 Slagelse;TOT Age, total;TOT Total;2016M09 2016M09;4.2
336 Stevns;TOT Age, total;TOT Total;2016M09 2016M09;3.4
340 Sorø;TOT Age, total;TOT Total;2016M09 2016M09;3.1
350 Lejre;TOT Age, total;TOT Total;2016M09 2016M09;2.9
360 Lolland;TOT Age, total;TOT Total;2016M09 2016M09;5.0
370 Næstved;TOT Age, total;TOT Total;2016M09 2016M09;4.3
157 Gentofte;TOT Age, total;TOT Total;2016M03 2016M03;2.7
159 Gladsaxe;TOT Age, total;TOT Total;2016M03 2016M03;4.2
161 Glostrup;TOT Age, total;TOT Total;2016M03 2016M03;5.4
163 Herlev;TOT Age, total;TOT Total;2016M03 2016M03;4.0
165 Albertslund;TOT Age, total;TOT Total;2016M03 2016M03;6.6
167 Hvidovre;TOT Age, total;TOT Total;2016M03 2016M03;4.2
169 Høje-Taastrup;TOT Age, total;TOT Total;2016M03 2016M03;6.3
173 Lyngby-Taarbæk;TOT Age, total;TOT Total;2016M03 2016M03;2.9
175 Rødovre;TOT Age, total;TOT Total;2016M03 2016M03;4.9
183 Ishøj;TOT Age, total;TOT Total;2016M03 2016M03;8.4
185 Tårnby;TOT Age, total;TOT Total;2016M03 2016M03;3.9
187 Vallensbæk;TOT Age, total;TOT Total;2016M03 2016M03;4.0
190 Furesø;TOT Age, total;TOT Total;2016M03 2016M03;3.0
201 Allerød;TOT Age, total;TOT Total;2016M03 2016M03;2.1
210 Fredensborg;TOT Age, total;TOT Total;2016M03 2016M03;3.5
217 Helsingør;TOT Age, total;TOT Total;2016M03 2016M03;4.0
219 Hillerød;TOT Age, total;TOT Total;2016M03 2016M03;2.9
223 Hørsholm;TOT Age, total;TOT Total;2016M03 2016M03;2.5
230 Rudersdal;TOT Age, total;TOT Total;2016M03 2016M03;2.4
240 Egedal;TOT Age, total;TOT Total;2016M03 2016M03;2.4
250 Frederikssund;TOT Age, total;TOT Total;2016M03 2016M03;3.5
253 Greve;TOT Age, total;TOT Total;2016M03 2016M03;3.4
329 Ringsted;TOT Age, total;TOT Total;2017M12 2017M12;3.8
330 Slagelse;TOT Age, total;TOT Total;2017M12 2017M12;4.7
336 Stevns;TOT Age, total;TOT Total;2017M12 2017M12;3.9
340 Sorø;TOT Age, total;TOT Total;2017M12 2017M12;4.2
350 Lejre;TOT Age, total;TOT Total;2017M12 2017M12;3.1
360 Lolland;TOT Age, total;TOT Total;2017M12 2017M12;6.1
370 Næstved;TOT Age, total;TOT Total;2017M12 2017M12;4.9
376 Guldborgsund;TOT Age, total;TOT Total;2017M12 2017M12;5.1
390 Vordingborg;TOT Age, total;TOT Total;2017M12 2017M12;4.9
400 Bornholm;TOT Age, total;TOT Total;2017M12 2017M12;5.3
410 Middelfart;TOT Age, total;TOT Total;2017M12 2017M12;3.3
420 Assens;TOT Age, total;TOT Total;2017M12 2017M12;4.2
665 Lemvig;TOT Age, total;TOT Total;2011M11 2011M11;4.5
671 Struer;TOT Age, total;TOT Total;2011M11 2011M11;6.1
706 Syddjurs;TOT Age, total;TOT Total;2011M11 2011M11;5.2
707 Norddjurs;TOT Age, total;TOT Total;2011M11 2011M11;5.9
710 Favrskov;TOT Age, total;TOT Total;2011M11 2011M11;4.4
727 Odder;TOT Age, total;TOT Total;2011M11 2011M11;4.7
730 Randers;TOT Age, total;TOT Total;2011M11 2011M11;5.9
740 Silkeborg;TOT Age, total;TOT Total;2011M11 2011M11;5.5
741 Samsø;TOT Age, total;TOT Total;2011M11 2011M11;5.8
746 Skanderborg;TOT Age, total;TOT Total;2011M11 2011M11;3.7
751 Aarhus;TOT Age, total;TOT Total;2011M11 2011M11;5.4
756 Ikast-Brande;TOT Age, total;TOT Total;2011M11 2011M11;5.8
760 Ringkøbing-Skjern;TOT Age, total;TOT Total;2011M11 2011M11;4.2
766 Hedensted;TOT Age, total;TOT Total;2011M11 2011M11;4.0
773 Morsø;TOT Age, total;TOT Total;2011M11 2011M11;6.7
779 Skive;TOT Age, total;TOT Total;2011M11 2011M11;5.5
787 Thisted;TOT Age, total;TOT Total;2011M11 2011M11;4.6
791 Viborg;TOT Age, total;TOT Total;2011M11 2011M11;5.0
810 Brønderslev;TOT Age, total;TOT Total;2011M11 2011M11;6.1
813 Frederikshavn;TOT Age, total;TOT Total;2011M11 2011M11;7.1
820 Vesthimmerlands;TOT Age, total;TOT Total;2011M11 2011M11;6.2
825 Læsø;TOT Age, total;TOT Total;2011M11 2011M11;9.7
840 Rebild;TOT Age, total;TOT Total;2011M11 2011M11;4.8
265 Roskilde;TOT Age, total;TOT Total;2016M02 2016M02;4.0
269 Solrød;TOT Age, total;TOT Total;2016M02 2016M02;3.0
270 Gribskov;TOT Age, total;TOT Total;2016M02 2016M02;4.0
306 Odsherred;TOT Age, total;TOT Total;2016M02 2016M02;5.6
316 Holbæk;TOT Age, total;TOT Total;2016M02 2016M02;4.1
320 Faxe;TOT Age, total;TOT Total;2016M02 2016M02;4.7
326 Kalundborg;TOT Age, total;TOT Total;2016M02 2016M02;4.6
329 Ringsted;TOT Age, total;TOT Total;2016M02 2016M02;4.4
330 Slagelse;TOT Age, total;TOT Total;2016M02 2016M02;5.6
336 Stevns;TOT Age, total;TOT Total;2016M02 2016M02;3.8
340 Sorø;TOT Age, total;TOT Total;2016M02 2016M02;4.3
350 Lejre;TOT Age, total;TOT Total;2016M02 2016M02;3.3
360 Lolland;TOT Age, total;TOT Total;2016M02 2016M02;6.6
370 Næstved;TOT Age, total;TOT Total;2016M02 2016M02;5.4
376 Guldborgsund;TOT Age, total;TOT Total;2016M02 2016M02;5.6
390 Vordingborg;TOT Age, total;TOT Total;2016M02 2016M02;5.4
400 Bornholm;TOT Age, total;TOT Total;2016M02 2016M02;6.3
410 Middelfart;TOT Age, total;TOT Total;2016M02 2016M02;3.5
420 Assens;TOT Age, total;TOT Total;2016M02 2016M02;6.0
430 Faaborg-Midtfyn;TOT Age, total;TOT Total;2016M02 2016M02;5.4
440 Kerteminde;TOT Age, total;TOT Total;2016M02 2016M02;4.9
450 Nyborg;TOT Age, total;TOT Total;2016M02 2016M02;4.9
430 Faaborg-Midtfyn;TOT Age, total;TOT Total;2017M12 2017M12;4.5
440 Kerteminde;TOT Age, total;TOT Total;2017M12 2017M12;5.0
450 Nyborg;TOT Age, total;TOT Total;2017M12 2017M12;4.4
461 Odense;TOT Age, total;TOT Total;2017M12 2017M12;5.3
479 Svendborg;TOT Age, total;TOT Total;2017M12 2017M12;4.9
480 Nordfyns;TOT Age, total;TOT Total;2017M12 2017M12;5.0
482 Langeland;TOT Age, total;TOT Total;2017M12 2017M12;6.2
492 Ærø;TOT Age, total;TOT Total;2017M12 2017M12;4.5
510 Haderslev;TOT Age, total;TOT Total;2017M12 2017M12;3.9
530 Billund;TOT Age, total;TOT Total;2017M12 2017M12;2.9
540 Sønderborg;TOT Age, total;TOT Total;2017M12 2017M12;3.9
550 Tønder;TOT Age, total;TOT Total;2017M12 2017M12;3.9
561 Esbjerg;TOT Age, total;TOT Total;2017M12 2017M12;4.1
563 Fanø;TOT Age, total;TOT Total;2017M12 2017M12;5.9
573 Varde;TOT Age, total;TOT Total;2017M12 2017M12;3.1
575 Vejen;TOT Age, total;TOT Total;2017M12 2017M12;3.0
580 Aabenraa;TOT Age, total;TOT Total;2017M12 2017M12;4.1
607 Fredericia;TOT Age, total;TOT Total;2017M12 2017M12;4.6
615 Horsens;TOT Age, total;TOT Total;2017M12 2017M12;3.7
621 Kolding;TOT Age, total;TOT Total;2017M12 2017M12;3.6
630 Vejle;TOT Age, total;TOT Total;2017M12 2017M12;3.6
657 Herning;TOT Age, total;TOT Total;2017M12 2017M12;3.8
661 Holstebro;TOT Age, total;TOT Total;2017M12 2017M12;3.0
846 Mariagerfjord;TOT Age, total;TOT Total;2011M11 2011M11;5.4
849 Jammerbugt;TOT Age, total;TOT Total;2011M11 2011M11;5.8
851 Aalborg;TOT Age, total;TOT Total;2011M11 2011M11;6.3
860 Hjørring;TOT Age, total;TOT Total;2011M11 2011M11;6.9
461 Odense;TOT Age, total;TOT Total;2016M02 2016M02;6.4
479 Svendborg;TOT Age, total;TOT Total;2016M02 2016M02;5.5
480 Nordfyns;TOT Age, total;TOT Total;2016M02 2016M02;5.5
482 Langeland;TOT Age, total;TOT Total;2016M02 2016M02;6.4
492 Ærø;TOT Age, total;TOT Total;2016M02 2016M02;4.7
259 Køge;TOT Age, total;TOT Total;2016M03 2016M03;3.9
376 Guldborgsund;TOT Age, total;TOT Total;2016M09 2016M09;4.1
390 Vordingborg;TOT Age, total;TOT Total;2016M09 2016M09;4.0
400 Bornholm;TOT Age, total;TOT Total;2016M09 2016M09;3.3
410 Middelfart;TOT Age, total;TOT Total;2016M09 2016M09;3.1
420 Assens;TOT Age, total;TOT Total;2016M09 2016M09;4.6
430 Faaborg-Midtfyn;TOT Age, total;TOT Total;2016M09 2016M09;3.9
440 Kerteminde;TOT Age, total;TOT Total;2016M09 2016M09;4.3
450 Nyborg;TOT Age, total;TOT Total;2016M09 2016M09;3.6
461 Odense;TOT Age, total;TOT Total;2016M09 2016M09;5.9
479 Svendborg;TOT Age, total;TOT Total;2016M09 2016M09;4.3
480 Nordfyns;TOT Age, total;TOT Total;2016M09 2016M09;3.8
482 Langeland;TOT Age, total;TOT Total;2016M09 2016M09;4.0
492 Ærø;TOT Age, total;TOT Total;2016M09 2016M09;3.8
510 Haderslev;TOT Age, total;TOT Total;2016M09 2016M09;3.4
530 Billund;TOT Age, total;TOT Total;2016M09 2016M09;2.2
540 Sønderborg;TOT Age, total;TOT Total;2016M09 2016M09;3.7
550 Tønder;TOT Age, total;TOT Total;2016M09 2016M09;2.7
561 Esbjerg;TOT Age, total;TOT Total;2016M09 2016M09;3.3
563 Fanø;TOT Age, total;TOT Total;2016M09 2016M09;3.0
573 Varde;TOT Age, total;TOT Total;2016M09 2016M09;2.1
575 Vejen;TOT Age, total;TOT Total;2016M09 2016M09;3.0
580 Aabenraa;TOT Age, total;TOT Total;2016M09 2016M09;3.6
607 Fredericia;TOT Age, total;TOT Total;2016M09 2016M09;4.7
000 All Denmark;TOT Age, total;TOT Total;2018M11 2018M11;3.7
260 Halsnæs;TOT Age, total;TOT Total;2016M03 2016M03;4.4
265 Roskilde;TOT Age, total;TOT Total;2016M03 2016M03;4.0
269 Solrød;TOT Age, total;TOT Total;2016M03 2016M03;3.0
270 Gribskov;TOT Age, total;TOT Total;2016M03 2016M03;3.7
306 Odsherred;TOT Age, total;TOT Total;2016M03 2016M03;5.2
316 Holbæk;TOT Age, total;TOT Total;2016M03 2016M03;4.0
320 Faxe;TOT Age, total;TOT Total;2016M03 2016M03;4.4
326 Kalundborg;TOT Age, total;TOT Total;2016M03 2016M03;4.3
329 Ringsted;TOT Age, total;TOT Total;2016M03 2016M03;4.3
330 Slagelse;TOT Age, total;TOT Total;2016M03 2016M03;5.3
336 Stevns;TOT Age, total;TOT Total;2016M03 2016M03;3.7
340 Sorø;TOT Age, total;TOT Total;2016M03 2016M03;4.1
350 Lejre;TOT Age, total;TOT Total;2016M03 2016M03;3.4
360 Lolland;TOT Age, total;TOT Total;2016M03 2016M03;6.2
370 Næstved;TOT Age, total;TOT Total;2016M03 2016M03;5.1
376 Guldborgsund;TOT Age, total;TOT Total;2016M03 2016M03;5.1
390 Vordingborg;TOT Age, total;TOT Total;2016M03 2016M03;5.0
400 Bornholm;TOT Age, total;TOT Total;2016M03 2016M03;5.6
410 Middelfart;TOT Age, total;TOT Total;2016M03 2016M03;3.2
420 Assens;TOT Age, total;TOT Total;2016M03 2016M03;5.6
430 Faaborg-Midtfyn;TOT Age, total;TOT Total;2016M03 2016M03;4.8
440 Kerteminde;TOT Age, total;TOT Total;2016M03 2016M03;4.8
615 Horsens;TOT Age, total;TOT Total;2016M09 2016M09;3.7
621 Kolding;TOT Age, total;TOT Total;2016M09 2016M09;3.3
630 Vejle;TOT Age, total;TOT Total;2016M09 2016M09;3.0
657 Herning;TOT Age, total;TOT Total;2016M09 2016M09;3.2
661 Holstebro;TOT Age, total;TOT Total;2016M09 2016M09;3.0
665 Lemvig;TOT Age, total;TOT Total;2016M09 2016M09;2.5
671 Struer;TOT Age, total;TOT Total;2016M09 2016M09;3.2
706 Syddjurs;TOT Age, total;TOT Total;2016M09 2016M09;2.9
707 Norddjurs;TOT Age, total;TOT Total;2016M09 2016M09;3.6
710 Favrskov;TOT Age, total;TOT Total;2016M09 2016M09;2.3
727 Odder;TOT Age, total;TOT Total;2016M09 2016M09;2.5
730 Randers;TOT Age, total;TOT Total;2016M09 2016M09;3.9
740 Silkeborg;TOT Age, total;TOT Total;2016M09 2016M09;3.3
741 Samsø;TOT Age, total;TOT Total;2016M09 2016M09;2.7
746 Skanderborg;TOT Age, total;TOT Total;2016M09 2016M09;2.1
751 Aarhus;TOT Age, total;TOT Total;2016M09 2016M09;4.3
756 Ikast-Brande;TOT Age, total;TOT Total;2016M09 2016M09;3.1
760 Ringkøbing-Skjern;TOT Age, total;TOT Total;2016M09 2016M09;2.2
766 Hedensted;TOT Age, total;TOT Total;2016M09 2016M09;2.2
773 Morsø;TOT Age, total;TOT Total;2016M09 2016M09;3.3
779 Skive;TOT Age, total;TOT Total;2016M09 2016M09;2.6
787 Thisted;TOT Age, total;TOT Total;2016M09 2016M09;3.1
101 Copenhagen;TOT Age, total;TOT Total;2018M11 2018M11;4.4
147 Frederiksberg;TOT Age, total;TOT Total;2018M11 2018M11;3.8
151 Ballerup;TOT Age, total;TOT Total;2018M11 2018M11;3.4
153 Brøndby;TOT Age, total;TOT Total;2018M11 2018M11;5.8
510 Haderslev;TOT Age, total;TOT Total;2016M02 2016M02;4.5
530 Billund;TOT Age, total;TOT Total;2016M02 2016M02;3.2
540 Sønderborg;TOT Age, total;TOT Total;2016M02 2016M02;4.8
550 Tønder;TOT Age, total;TOT Total;2016M02 2016M02;4.3
561 Esbjerg;TOT Age, total;TOT Total;2016M02 2016M02;4.9
563 Fanø;TOT Age, total;TOT Total;2016M02 2016M02;4.7
573 Varde;TOT Age, total;TOT Total;2016M02 2016M02;3.3
575 Vejen;TOT Age, total;TOT Total;2016M02 2016M02;3.7
580 Aabenraa;TOT Age, total;TOT Total;2016M02 2016M02;4.9
607 Fredericia;TOT Age, total;TOT Total;2016M02 2016M02;5.2
615 Horsens;TOT Age, total;TOT Total;2016M02 2016M02;4.4
621 Kolding;TOT Age, total;TOT Total;2016M02 2016M02;4.1
630 Vejle;TOT Age, total;TOT Total;2016M02 2016M02;3.8
657 Herning;TOT Age, total;TOT Total;2016M02 2016M02;3.9
661 Holstebro;TOT Age, total;TOT Total;2016M02 2016M02;3.5
665 Lemvig;TOT Age, total;TOT Total;2016M02 2016M02;3.7
671 Struer;TOT Age, total;TOT Total;2016M02 2016M02;4.5
706 Syddjurs;TOT Age, total;TOT Total;2016M02 2016M02;3.6
665 Lemvig;TOT Age, total;TOT Total;2017M12 2017M12;3.5
671 Struer;TOT Age, total;TOT Total;2017M12 2017M12;3.8
706 Syddjurs;TOT Age, total;TOT Total;2017M12 2017M12;3.6
707 Norddjurs;TOT Age, total;TOT Total;2017M12 2017M12;5.1
710 Favrskov;TOT Age, total;TOT Total;2017M12 2017M12;2.6
727 Odder;TOT Age, total;TOT Total;2017M12 2017M12;3.5
730 Randers;TOT Age, total;TOT Total;2017M12 2017M12;4.3
740 Silkeborg;TOT Age, total;TOT Total;2017M12 2017M12;3.6
741 Samsø;TOT Age, total;TOT Total;2017M12 2017M12;6.1
746 Skanderborg;TOT Age, total;TOT Total;2017M12 2017M12;2.5
751 Aarhus;TOT Age, total;TOT Total;2017M12 2017M12;4.4
756 Ikast-Brande;TOT Age, total;TOT Total;2017M12 2017M12;4.2
760 Ringkøbing-Skjern;TOT Age, total;TOT Total;2017M12 2017M12;2.6
766 Hedensted;TOT Age, total;TOT Total;2017M12 2017M12;2.6
773 Morsø;TOT Age, total;TOT Total;2017M12 2017M12;3.6
779 Skive;TOT Age, total;TOT Total;2017M12 2017M12;3.2
787 Thisted;TOT Age, total;TOT Total;2017M12 2017M12;3.4
791 Viborg;TOT Age, total;TOT Total;2017M12 2017M12;3.3
810 Brønderslev;TOT Age, total;TOT Total;2017M12 2017M12;4.5
813 Frederikshavn;TOT Age, total;TOT Total;2017M12 2017M12;5.4
820 Vesthimmerlands;TOT Age, total;TOT Total;2017M12 2017M12;4.8
825 Læsø;TOT Age, total;TOT Total;2017M12 2017M12;7.8
840 Rebild;TOT Age, total;TOT Total;2017M12 2017M12;3.9
707 Norddjurs;TOT Age, total;TOT Total;2016M02 2016M02;4.9
710 Favrskov;TOT Age, total;TOT Total;2016M02 2016M02;3.1
727 Odder;TOT Age, total;TOT Total;2016M02 2016M02;3.2
730 Randers;TOT Age, total;TOT Total;2016M02 2016M02;4.8
740 Silkeborg;TOT Age, total;TOT Total;2016M02 2016M02;4.0
741 Samsø;TOT Age, total;TOT Total;2016M02 2016M02;7.1
746 Skanderborg;TOT Age, total;TOT Total;2016M02 2016M02;2.5
751 Aarhus;TOT Age, total;TOT Total;2016M02 2016M02;4.7
756 Ikast-Brande;TOT Age, total;TOT Total;2016M02 2016M02;4.5
760 Ringkøbing-Skjern;TOT Age, total;TOT Total;2016M02 2016M02;3.0
766 Hedensted;TOT Age, total;TOT Total;2016M02 2016M02;3.0
773 Morsø;TOT Age, total;TOT Total;2016M02 2016M02;4.4
779 Skive;TOT Age, total;TOT Total;2016M02 2016M02;3.7
787 Thisted;TOT Age, total;TOT Total;2016M02 2016M02;3.9
791 Viborg;TOT Age, total;TOT Total;2016M02 2016M02;3.9
810 Brønderslev;TOT Age, total;TOT Total;2016M02 2016M02;5.0
813 Frederikshavn;TOT Age, total;TOT Total;2016M02 2016M02;6.2
820 Vesthimmerlands;TOT Age, total;TOT Total;2016M02 2016M02;5.4
825 Læsø;TOT Age, total;TOT Total;2016M02 2016M02;11.2
840 Rebild;TOT Age, total;TOT Total;2016M02 2016M02;3.7
846 Mariagerfjord;TOT Age, total;TOT Total;2016M02 2016M02;5.2
849 Jammerbugt;TOT Age, total;TOT Total;2016M02 2016M02;5.1
851 Aalborg;TOT Age, total;TOT Total;2016M02 2016M02;6.0
846 Mariagerfjord;TOT Age, total;TOT Total;2017M12 2017M12;4.4
849 Jammerbugt;TOT Age, total;TOT Total;2017M12 2017M12;4.1
851 Aalborg;TOT Age, total;TOT Total;2017M12 2017M12;5.5
860 Hjørring;TOT Age, total;TOT Total;2017M12 2017M12;5.1
860 Hjørring;TOT Age, total;TOT Total;2016M02 2016M02;5.5
000 All Denmark;TOT Age, total;TOT Total;2009M05 2009M05;4.7
000 All Denmark;TOT Age, total;TOT Total;2010M12 2010M12;6.3
155 Dragør;TOT Age, total;TOT Total;2018M11 2018M11;2.6
157 Gentofte;TOT Age, total;TOT Total;2018M11 2018M11;3.0
159 Gladsaxe;TOT Age, total;TOT Total;2018M11 2018M11;3.5
161 Glostrup;TOT Age, total;TOT Total;2018M11 2018M11;4.2
163 Herlev;TOT Age, total;TOT Total;2018M11 2018M11;3.3
165 Albertslund;TOT Age, total;TOT Total;2018M11 2018M11;5.2
167 Hvidovre;TOT Age, total;TOT Total;2018M11 2018M11;3.3
169 Høje-Taastrup;TOT Age, total;TOT Total;2018M11 2018M11;4.5
450 Nyborg;TOT Age, total;TOT Total;2016M03 2016M03;4.4
461 Odense;TOT Age, total;TOT Total;2016M03 2016M03;6.1
479 Svendborg;TOT Age, total;TOT Total;2016M03 2016M03;5.1
480 Nordfyns;TOT Age, total;TOT Total;2016M03 2016M03;4.9
482 Langeland;TOT Age, total;TOT Total;2016M03 2016M03;5.7
492 Ærø;TOT Age, total;TOT Total;2016M03 2016M03;4.1
510 Haderslev;TOT Age, total;TOT Total;2016M03 2016M03;4.2
530 Billund;TOT Age, total;TOT Total;2016M03 2016M03;2.8
540 Sønderborg;TOT Age, total;TOT Total;2016M03 2016M03;4.6
550 Tønder;TOT Age, total;TOT Total;2016M03 2016M03;3.8
561 Esbjerg;TOT Age, total;TOT Total;2016M03 2016M03;4.5
563 Fanø;TOT Age, total;TOT Total;2016M03 2016M03;4.2
573 Varde;TOT Age, total;TOT Total;2016M03 2016M03;2.9
575 Vejen;TOT Age, total;TOT Total;2016M03 2016M03;3.4
580 Aabenraa;TOT Age, total;TOT Total;2016M03 2016M03;4.5
607 Fredericia;TOT Age, total;TOT Total;2016M03 2016M03;4.9
615 Horsens;TOT Age, total;TOT Total;2016M03 2016M03;4.3
621 Kolding;TOT Age, total;TOT Total;2016M03 2016M03;3.9
630 Vejle;TOT Age, total;TOT Total;2016M03 2016M03;3.6
657 Herning;TOT Age, total;TOT Total;2016M03 2016M03;3.6
661 Holstebro;TOT Age, total;TOT Total;2016M03 2016M03;3.3
665 Lemvig;TOT Age, total;TOT Total;2016M03 2016M03;3.2
671 Struer;TOT Age, total;TOT Total;2016M03 2016M03;4.3
791 Viborg;TOT Age, total;TOT Total;2016M09 2016M09;2.9
810 Brønderslev;TOT Age, total;TOT Total;2016M09 2016M09;3.8
813 Frederikshavn;TOT Age, total;TOT Total;2016M09 2016M09;4.4
820 Vesthimmerlands;TOT Age, total;TOT Total;2016M09 2016M09;3.9
825 Læsø;TOT Age, total;TOT Total;2016M09 2016M09;3.7
840 Rebild;TOT Age, total;TOT Total;2016M09 2016M09;3.4
846 Mariagerfjord;TOT Age, total;TOT Total;2016M09 2016M09;3.5
849 Jammerbugt;TOT Age, total;TOT Total;2016M09 2016M09;3.3
851 Aalborg;TOT Age, total;TOT Total;2016M09 2016M09;5.3
860 Hjørring;TOT Age, total;TOT Total;2016M09 2016M09;3.6
173 Lyngby-Taarbæk;TOT Age, total;TOT Total;2018M11 2018M11;2.8
175 Rødovre;TOT Age, total;TOT Total;2018M11 2018M11;4.4
183 Ishøj;TOT Age, total;TOT Total;2018M11 2018M11;6.3
185 Tårnby;TOT Age, total;TOT Total;2018M11 2018M11;3.3
187 Vallensbæk;TOT Age, total;TOT Total;2018M11 2018M11;3.4
190 Furesø;TOT Age, total;TOT Total;2018M11 2018M11;2.6
201 Allerød;TOT Age, total;TOT Total;2018M11 2018M11;2.1
210 Fredensborg;TOT Age, total;TOT Total;2018M11 2018M11;3.1
217 Helsingør;TOT Age, total;TOT Total;2018M11 2018M11;3.8
219 Hillerød;TOT Age, total;TOT Total;2018M11 2018M11;2.7
223 Hørsholm;TOT Age, total;TOT Total;2018M11 2018M11;2.8
