Year,x,y,n,slope,intercept,r,r2,p_value
2024,Gini,Poverty60,98,-0.030783391737938526,12.46627168230884,-0.04528379771109113,0.002050622335139022,0.6579377507220961
2024,Poverty60,UnemploymentRate,98,0.14250926611868525,0.9747529059573674,0.7271739804055406,0.5287819977788375,2.284651822812115e-17
2024,Poverty60,LifeExpectancy,94,-0.20221286164928745,83.83612151846121,-0.6265688157499129,0.3925884808702482,1.4296665706352365e-11
2024,Gini,UnemploymentRate,98,-0.021782306568862573,3.231607672617946,-0.1635029021798102,0.026733199021220583,0.10768761855708625
2024,Gini,TertiaryShare,98,1.1666389853655579,0.8670835570214805,0.5869621092035973,0.34452451764073566,2.1267121564235205e-10
2024,Gini,LifeExpectancy,94,0.09867781699509554,78.77732554617931,0.466184070605608,0.21732758768641453,2.186146769123936e-06
2024,OwnerShare,Poverty60,98,-0.14792098945077548,19.878355652456314,-0.5514047663158755,0.3040472163158653,4.003236718165368e-09
2024,OwnerShare,UnemploymentRate,98,-0.02467099389964462,4.008169136878886,-0.46926977798532976,0.22021412453040068,1.0928683318632089e-06
2024,OwnerShare,Gini,98,-0.06662967196805264,31.332066503988347,-0.1688425937492902,0.02850782146398785,0.09651967898192652
