Year,MunicipalityCode,Municipality,DecileCode,DecileNumber,Decile,AvgDisposableIncome
2016,480,Nordfyns,9DC,9,Ninth decil,324157
2016,480,Nordfyns,10DC,10,Tenth decil,477973
2017,480,Nordfyns,1DC,1,First decil,97877
2017,480,Nordfyns,2DC,2,Second decil,156980
2017,480,Nordfyns,3DC,3,Third decil,176748
2017,480,Nordfyns,4DC,4,Fourth decil,197189
2017,480,Nordfyns,5DC,5,Fifth decil,218988
2017,480,Nordfyns,6DC,6,Sixth decil,240918
2017,480,Nordfyns,7DC,7,Seventh decil,264244
2017,480,Nordfyns,8DC,8,Eigth decil,293193
2017,480,Nordfyns,9DC,9,Ninth decil,335886
2017,480,Nordfyns,10DC,10,Tenth decil,504790
2018,480,Nordfyns,1DC,1,First decil,92578
2018,480,Nordfyns,2DC,2,Second decil,161549
2018,480,Nordfyns,3DC,3,Third decil,182007
2018,480,Nordfyns,4DC,4,Fourth decil,203337
2018,480,Nordfyns,5DC,5,Fifth decil,225767
2018,480,Nordfyns,6DC,6,Sixth decil,248196
2018,480,Nordfyns,7DC,7,Seventh decil,273114
2018,480,Nordfyns,8DC,8,Eigth decil,303070
2018,480,Nordfyns,9DC,9,Ninth decil,345792
2018,480,Nordfyns,10DC,10,Tenth decil,516477
2019,480,Nordfyns,1DC,1,First decil,98286
2019,480,Nordfyns,2DC,2,Second decil,164552
2019,480,Nordfyns,3DC,3,Third decil,184982
2019,480,Nordfyns,4DC,4,Fourth decil,206560
2019,480,Nordfyns,5DC,5,Fifth decil,229538
2019,480,Nordfyns,6DC,6,Sixth decil,252895
2019,480,Nordfyns,7DC,7,Seventh decil,277846
2019,480,Nordfyns,8DC,8,Eigth decil,308052
2019,480,Nordfyns,9DC,9,Ninth decil,353625
2019,480,Nordfyns,10DC,10,Tenth decil,556633
2020,480,Nordfyns,1DC,1,First decil,103436
2020,480,Nordfyns,2DC,2,Second decil,169620
2020,480,Nordfyns,3DC,3,Third decil,191536
2020,480,Nordfyns,4DC,4,Fourth decil,214612
2020,480,Nordfyns,5DC,5,Fifth decil,238919
2020,480,Nordfyns,6DC,6,Sixth decil,264267
2020,480,Nordfyns,7DC,7,Seventh decil,291966
2020,480,Nordfyns,8DC,8,Eigth decil,324803
2020,480,Nordfyns,9DC,9,Ninth decil,371418
2020,480,Nordfyns,10DC,10,Tenth decil,563221
2021,480,Nordfyns,1DC,1,First decil,106441
2021,480,Nordfyns,2DC,2,Second decil,174980
2021,480,Nordfyns,3DC,3,Third decil,197444
2021,480,Nordfyns,4DC,4,Fourth decil,221778
2021,480,Nordfyns,5DC,5,Fifth decil,247455
2021,480,Nordfyns,6DC,6,Sixth decil,273274
2021,480,Nordfyns,7DC,7,Seventh decil,302524
2021,480,Nordfyns,8DC,8,Eigth decil,336732
2021,480,Nordfyns,9DC,9,Ninth decil,386222
2021,480,Nordfyns,10DC,10,Tenth decil,591983
2022,480,Nordfyns,1DC,1,First decil,94476
2022,480,Nordfyns,2DC,2,Second decil,179420
2022,480,Nordfyns,3DC,3,Third decil,202991
2022,480,Nordfyns,4DC,4,Fourth decil,227188
2022,480,Nordfyns,5DC,5,Fifth decil,251932
2022,480,Nordfyns,6DC,6,Sixth decil,277609
2022,480,Nordfyns,7DC,7,Seventh decil,305655
2022,480,Nordfyns,8DC,8,Eigth decil,340012
2022,480,Nordfyns,9DC,9,Ninth decil,389440
2022,480,Nordfyns,10DC,10,Tenth decil,608305
2023,480,Nordfyns,1DC,1,First decil,94111
2023,480,Nordfyns,2DC,2,Second decil,183594
2023,480,Nordfyns,3DC,3,Third decil,207980
2023,480,Nordfyns,4DC,4,Fourth decil,231880
2023,480,Nordfyns,5DC,5,Fifth decil,257109
2023,480,Nordfyns,6DC,6,Sixth decil,282728
2023,480,Nordfyns,7DC,7,Seventh decil,311012
2023,480,Nordfyns,8DC,8,Eigth decil,347361
2023,480,Nordfyns,9DC,9,Ninth decil,399758
2023,480,Nordfyns,10DC,10,Tenth decil,631556
2024,480,Nordfyns,1DC,1,First decil,109149
2024,480,Nordfyns,2DC,2,Second decil,187286
2024,480,Nordfyns,3DC,3,Third decil,210380
2024,480,Nordfyns,4DC,4,Fourth decil,235862
2024,480,Nordfyns,5DC,5,Fifth decil,263485
2024,480,Nordfyns,6DC,6,Sixth decil,290505
2024,480,Nordfyns,7DC,7,Seventh decil,320506
2024,480,Nordfyns,8DC,8,Eigth decil,357554
2024,480,Nordfyns,9DC,9,Ninth decil,409421
2024,480,Nordfyns,10DC,10,Tenth decil,631747
1987,482,Langeland,1DC,1,First decil,27130
1987,482,Langeland,2DC,2,Second decil,54714
1987,482,Langeland,3DC,3,Third decil,61741
1987,482,Langeland,4DC,4,Fourth decil,68439
1987,482,Langeland,5DC,5,Fifth decil,75260
1987,482,Langeland,6DC,6,Sixth decil,81795
1987,482,Langeland,7DC,7,Seventh decil,88692
1987,482,Langeland,8DC,8,Eigth decil,96798
1987,482,Langeland,9DC,9,Ninth decil,107648
1987,482,Langeland,10DC,10,Tenth decil,146522
1988,482,Langeland,1DC,1,First decil,25153
1988,482,Langeland,2DC,2,Second decil,58151
1988,482,Langeland,3DC,3,Third decil,65050
1988,482,Langeland,4DC,4,Fourth decil,72231
1988,482,Langeland,5DC,5,Fifth decil,79449
1988,482,Langeland,6DC,6,Sixth decil,86428
1988,482,Langeland,7DC,7,Seventh decil,93164
1988,482,Langeland,8DC,8,Eigth decil,101701
1988,482,Langeland,9DC,9,Ninth decil,113854
1988,482,Langeland,10DC,10,Tenth decil,151258
1989,482,Langeland,1DC,1,First decil,29101
1989,482,Langeland,2DC,2,Second decil,63471
1989,482,Langeland,3DC,3,Third decil,70522
1989,482,Langeland,4DC,4,Fourth decil,77533
1989,482,Langeland,5DC,5,Fifth decil,84724
1989,482,Langeland,6DC,6,Sixth decil,91704
1989,482,Langeland,7DC,7,Seventh decil,99413
1989,482,Langeland,8DC,8,Eigth decil,107989
1989,482,Langeland,9DC,9,Ninth decil,120549
1989,482,Langeland,10DC,10,Tenth decil,157472
1990,482,Langeland,1DC,1,First decil,34775
1990,482,Langeland,2DC,2,Second decil,65833
1990,482,Langeland,3DC,3,Third decil,73915
1990,482,Langeland,4DC,4,Fourth decil,81239
1990,482,Langeland,5DC,5,Fifth decil,88944
1990,482,Langeland,6DC,6,Sixth decil,96255
1990,482,Langeland,7DC,7,Seventh decil,103770
1990,482,Langeland,8DC,8,Eigth decil,112887
1990,482,Langeland,9DC,9,Ninth decil,126416
1990,482,Langeland,10DC,10,Tenth decil,168425
1991,482,Langeland,1DC,1,First decil,37088
1991,482,Langeland,2DC,2,Second decil,68828
1991,482,Langeland,3DC,3,Third decil,77114
1991,482,Langeland,4DC,4,Fourth decil,84547
1991,482,Langeland,5DC,5,Fifth decil,92375
1991,482,Langeland,6DC,6,Sixth decil,99974
1991,482,Langeland,7DC,7,Seventh decil,108151
1991,482,Langeland,8DC,8,Eigth decil,118271
1991,482,Langeland,9DC,9,Ninth decil,132641
1991,482,Langeland,10DC,10,Tenth decil,176761
1992,482,Langeland,1DC,1,First decil,41229
1992,482,Langeland,2DC,2,Second decil,71668
1992,482,Langeland,3DC,3,Third decil,79522
1992,482,Langeland,4DC,4,Fourth decil,87258
1992,482,Langeland,5DC,5,Fifth decil,95196
1992,482,Langeland,6DC,6,Sixth decil,103481
1992,482,Langeland,7DC,7,Seventh decil,112032
1992,482,Langeland,8DC,8,Eigth decil,122423
1992,482,Langeland,9DC,9,Ninth decil,137567
1992,482,Langeland,10DC,10,Tenth decil,182270
1993,482,Langeland,1DC,1,First decil,41998
1993,482,Langeland,2DC,2,Second decil,73913
1993,482,Langeland,3DC,3,Third decil,81914
1993,482,Langeland,4DC,4,Fourth decil,89478
1993,482,Langeland,5DC,5,Fifth decil,97489
1993,482,Langeland,6DC,6,Sixth decil,106056
1993,482,Langeland,7DC,7,Seventh decil,114943
1993,482,Langeland,8DC,8,Eigth decil,125672
1993,482,Langeland,9DC,9,Ninth decil,141807
1993,482,Langeland,10DC,10,Tenth decil,188851
1994,482,Langeland,1DC,1,First decil,49083
1994,482,Langeland,2DC,2,Second decil,78374
1994,482,Langeland,3DC,3,Third decil,86850
1994,482,Langeland,4DC,4,Fourth decil,95045
1994,482,Langeland,5DC,5,Fifth decil,103670
1994,482,Langeland,6DC,6,Sixth decil,112480
1994,482,Langeland,7DC,7,Seventh decil,121773
1994,482,Langeland,8DC,8,Eigth decil,133044
1994,482,Langeland,9DC,9,Ninth decil,150444
1994,482,Langeland,10DC,10,Tenth decil,204392
1995,482,Langeland,1DC,1,First decil,57965
1995,482,Langeland,2DC,2,Second decil,80793
1995,482,Langeland,3DC,3,Third decil,89251
1995,482,Langeland,4DC,4,Fourth decil,98251
1995,482,Langeland,5DC,5,Fifth decil,107032
1995,482,Langeland,6DC,6,Sixth decil,116284
1995,482,Langeland,7DC,7,Seventh decil,125983
1995,482,Langeland,8DC,8,Eigth decil,137661
1995,482,Langeland,9DC,9,Ninth decil,155931
1995,482,Langeland,10DC,10,Tenth decil,212961
1996,482,Langeland,1DC,1,First decil,61220
1996,482,Langeland,2DC,2,Second decil,82586
1996,482,Langeland,3DC,3,Third decil,91445
1996,482,Langeland,4DC,4,Fourth decil,100834
1996,482,Langeland,5DC,5,Fifth decil,110294
1996,482,Langeland,6DC,6,Sixth decil,119391
1996,482,Langeland,7DC,7,Seventh decil,129565
1996,482,Langeland,8DC,8,Eigth decil,142529
1996,482,Langeland,9DC,9,Ninth decil,160721
1996,482,Langeland,10DC,10,Tenth decil,224269
1997,482,Langeland,1DC,1,First decil,55745
1997,482,Langeland,2DC,2,Second decil,84004
1997,482,Langeland,3DC,3,Third decil,93176
1997,482,Langeland,4DC,4,Fourth decil,102778
1997,482,Langeland,5DC,5,Fifth decil,113179
1997,482,Langeland,6DC,6,Sixth decil,123424
1997,482,Langeland,7DC,7,Seventh decil,133537
1997,482,Langeland,8DC,8,Eigth decil,146641
1997,482,Langeland,9DC,9,Ninth decil,165242
1997,482,Langeland,10DC,10,Tenth decil,231098
1998,482,Langeland,1DC,1,First decil,53641
1998,482,Langeland,2DC,2,Second decil,86243
1998,482,Langeland,3DC,3,Third decil,95705
1998,482,Langeland,4DC,4,Fourth decil,105547
1998,482,Langeland,5DC,5,Fifth decil,116118
1998,482,Langeland,6DC,6,Sixth decil,127088
1998,482,Langeland,7DC,7,Seventh decil,137521
1998,482,Langeland,8DC,8,Eigth decil,151370
1998,482,Langeland,9DC,9,Ninth decil,170747
1998,482,Langeland,10DC,10,Tenth decil,240997
1999,482,Langeland,1DC,1,First decil,58198
1999,482,Langeland,2DC,2,Second decil,88121
1999,482,Langeland,3DC,3,Third decil,97796
1999,482,Langeland,4DC,4,Fourth decil,107917
1999,482,Langeland,5DC,5,Fifth decil,119421
1999,482,Langeland,6DC,6,Sixth decil,130041
1999,482,Langeland,7DC,7,Seventh decil,141470
1999,482,Langeland,8DC,8,Eigth decil,155820
1999,482,Langeland,9DC,9,Ninth decil,175485
1999,482,Langeland,10DC,10,Tenth decil,241017
2000,482,Langeland,1DC,1,First decil,63857
2000,482,Langeland,2DC,2,Second decil,91052
2000,482,Langeland,3DC,3,Third decil,100808
2000,482,Langeland,4DC,4,Fourth decil,111244
2000,482,Langeland,5DC,5,Fifth decil,122658
2000,482,Langeland,6DC,6,Sixth decil,134016
2000,482,Langeland,7DC,7,Seventh decil,145380
2000,482,Langeland,8DC,8,Eigth decil,159982
2000,482,Langeland,9DC,9,Ninth decil,181379
2000,482,Langeland,10DC,10,Tenth decil,263400
2001,482,Langeland,1DC,1,First decil,63144
2001,482,Langeland,2DC,2,Second decil,93640
2001,482,Langeland,3DC,3,Third decil,103865
2001,482,Langeland,4DC,4,Fourth decil,114083
2001,482,Langeland,5DC,5,Fifth decil,125499
2001,482,Langeland,6DC,6,Sixth decil,137024
2001,482,Langeland,7DC,7,Seventh decil,149120
2001,482,Langeland,8DC,8,Eigth decil,165036
2001,482,Langeland,9DC,9,Ninth decil,187086
2001,482,Langeland,10DC,10,Tenth decil,262982
2002,482,Langeland,1DC,1,First decil,61029
2002,482,Langeland,2DC,2,Second decil,98571
2002,482,Langeland,3DC,3,Third decil,108722
2002,482,Langeland,4DC,4,Fourth decil,118865
2002,482,Langeland,5DC,5,Fifth decil,130574
2002,482,Langeland,6DC,6,Sixth decil,142083
2002,482,Langeland,7DC,7,Seventh decil,153827
2002,482,Langeland,8DC,8,Eigth decil,169454
2002,482,Langeland,9DC,9,Ninth decil,192113
2002,482,Langeland,10DC,10,Tenth decil,273771
2003,482,Langeland,1DC,1,First decil,55692
2003,482,Langeland,2DC,2,Second decil,101390
2003,482,Langeland,3DC,3,Third decil,112264
2003,482,Langeland,4DC,4,Fourth decil,123066
2003,482,Langeland,5DC,5,Fifth decil,134930
2003,482,Langeland,6DC,6,Sixth decil,146925
2003,482,Langeland,7DC,7,Seventh decil,159892
2003,482,Langeland,8DC,8,Eigth decil,174706
2003,482,Langeland,9DC,9,Ninth decil,197138
2003,482,Langeland,10DC,10,Tenth decil,274394
2004,482,Langeland,1DC,1,First decil,55013
2004,482,Langeland,2DC,2,Second decil,105667
2004,482,Langeland,3DC,3,Third decil,116782
2004,482,Langeland,4DC,4,Fourth decil,128467
2004,482,Langeland,5DC,5,Fifth decil,141383
2004,482,Langeland,6DC,6,Sixth decil,154486
2004,482,Langeland,7DC,7,Seventh decil,168808
2004,482,Langeland,8DC,8,Eigth decil,186418
2004,482,Langeland,9DC,9,Ninth decil,211263
2004,482,Langeland,10DC,10,Tenth decil,293823
2005,482,Langeland,1DC,1,First decil,61726
2005,482,Langeland,2DC,2,Second decil,107286
2005,482,Langeland,3DC,3,Third decil,119193
2005,482,Langeland,4DC,4,Fourth decil,131113
2005,482,Langeland,5DC,5,Fifth decil,144459
2005,482,Langeland,6DC,6,Sixth decil,157925
2005,482,Langeland,7DC,7,Seventh decil,173121
2005,482,Langeland,8DC,8,Eigth decil,191344
2005,482,Langeland,9DC,9,Ninth decil,216681
2005,482,Langeland,10DC,10,Tenth decil,319246
2006,482,Langeland,1DC,1,First decil,74683
2006,482,Langeland,2DC,2,Second decil,111272
2006,482,Langeland,3DC,3,Third decil,123542
2006,482,Langeland,4DC,4,Fourth decil,136835
2006,482,Langeland,5DC,5,Fifth decil,151101
2006,482,Langeland,6DC,6,Sixth decil,165760
2006,482,Langeland,7DC,7,Seventh decil,180256
2006,482,Langeland,8DC,8,Eigth decil,199328
2006,482,Langeland,9DC,9,Ninth decil,226615
2006,482,Langeland,10DC,10,Tenth decil,350892
2007,482,Langeland,1DC,1,First decil,53763
2007,482,Langeland,2DC,2,Second decil,114665
2007,482,Langeland,3DC,3,Third decil,127306
2007,482,Langeland,4DC,4,Fourth decil,141057
2007,482,Langeland,5DC,5,Fifth decil,156161
2007,482,Langeland,6DC,6,Sixth decil,171731
2007,482,Langeland,7DC,7,Seventh decil,187666
2007,482,Langeland,8DC,8,Eigth decil,207373
2007,482,Langeland,9DC,9,Ninth decil,234551
2007,482,Langeland,10DC,10,Tenth decil,385233
2008,482,Langeland,1DC,1,First decil,20910
2008,482,Langeland,2DC,2,Second decil,116610
2008,482,Langeland,3DC,3,Third decil,130605
2008,482,Langeland,4DC,4,Fourth decil,144075
2008,482,Langeland,5DC,5,Fifth decil,159111
2008,482,Langeland,6DC,6,Sixth decil,175209
2008,482,Langeland,7DC,7,Seventh decil,191207
2008,482,Langeland,8DC,8,Eigth decil,211125
2008,482,Langeland,9DC,9,Ninth decil,239567
2008,482,Langeland,10DC,10,Tenth decil,383464
2009,482,Langeland,1DC,1,First decil,21878
2009,482,Langeland,2DC,2,Second decil,121460
2009,482,Langeland,3DC,3,Third decil,135179
2009,482,Langeland,4DC,4,Fourth decil,149271
2009,482,Langeland,5DC,5,Fifth decil,163962
2009,482,Langeland,6DC,6,Sixth decil,180301
2009,482,Langeland,7DC,7,Seventh decil,197669
2009,482,Langeland,8DC,8,Eigth decil,219550
2009,482,Langeland,9DC,9,Ninth decil,250038
2009,482,Langeland,10DC,10,Tenth decil,359335
2010,482,Langeland,1DC,1,First decil,62501
2010,482,Langeland,2DC,2,Second decil,128453
2010,482,Langeland,3DC,3,Third decil,142567
2010,482,Langeland,4DC,4,Fourth decil,157038
2010,482,Langeland,5DC,5,Fifth decil,173077
2010,482,Langeland,6DC,6,Sixth decil,190080
2010,482,Langeland,7DC,7,Seventh decil,209640
2010,482,Langeland,8DC,8,Eigth decil,233233
2010,482,Langeland,9DC,9,Ninth decil,265813
2010,482,Langeland,10DC,10,Tenth decil,374893
2011,482,Langeland,1DC,1,First decil,64834
2011,482,Langeland,2DC,2,Second decil,130705
2011,482,Langeland,3DC,3,Third decil,144684
2011,482,Langeland,4DC,4,Fourth decil,158615
2011,482,Langeland,5DC,5,Fifth decil,174466
2011,482,Langeland,6DC,6,Sixth decil,191365
2011,482,Langeland,7DC,7,Seventh decil,211453
2011,482,Langeland,8DC,8,Eigth decil,235925
2011,482,Langeland,9DC,9,Ninth decil,268694
2011,482,Langeland,10DC,10,Tenth decil,384501
2012,482,Langeland,1DC,1,First decil,69932
2012,482,Langeland,2DC,2,Second decil,135343
2012,482,Langeland,3DC,3,Third decil,149912
2012,482,Langeland,4DC,4,Fourth decil,163440
2012,482,Langeland,5DC,5,Fifth decil,179136
2012,482,Langeland,6DC,6,Sixth decil,196117
2012,482,Langeland,7DC,7,Seventh decil,215939
2012,482,Langeland,8DC,8,Eigth decil,240858
2012,482,Langeland,9DC,9,Ninth decil,274020
2012,482,Langeland,10DC,10,Tenth decil,406499
2013,482,Langeland,1DC,1,First decil,72162
2013,482,Langeland,2DC,2,Second decil,137318
2013,482,Langeland,3DC,3,Third decil,151836
2013,482,Langeland,4DC,4,Fourth decil,166059
2013,482,Langeland,5DC,5,Fifth decil,182780
2013,482,Langeland,6DC,6,Sixth decil,200008
2013,482,Langeland,7DC,7,Seventh decil,220154
2013,482,Langeland,8DC,8,Eigth decil,244599
2013,482,Langeland,9DC,9,Ninth decil,279195
2013,482,Langeland,10DC,10,Tenth decil,409603
2014,482,Langeland,1DC,1,First decil,90362
2014,482,Langeland,2DC,2,Second decil,139888
2014,482,Langeland,3DC,3,Third decil,155146
2014,482,Langeland,4DC,4,Fourth decil,169636
2014,482,Langeland,5DC,5,Fifth decil,185885
2014,482,Langeland,6DC,6,Sixth decil,204213
2014,482,Langeland,7DC,7,Seventh decil,225124
2014,482,Langeland,8DC,8,Eigth decil,251493
2014,482,Langeland,9DC,9,Ninth decil,287523
2014,482,Langeland,10DC,10,Tenth decil,408705
2015,482,Langeland,1DC,1,First decil,81172
2015,482,Langeland,2DC,2,Second decil,140485
2015,482,Langeland,3DC,3,Third decil,156647
2015,482,Langeland,4DC,4,Fourth decil,170841
2015,482,Langeland,5DC,5,Fifth decil,187417
2015,482,Langeland,6DC,6,Sixth decil,206695
2015,482,Langeland,7DC,7,Seventh decil,227122
2015,482,Langeland,8DC,8,Eigth decil,253756
2015,482,Langeland,9DC,9,Ninth decil,291402
2015,482,Langeland,10DC,10,Tenth decil,415289
2016,482,Langeland,1DC,1,First decil,89804
2016,482,Langeland,2DC,2,Second decil,141718
2016,482,Langeland,3DC,3,Third decil,158244
2016,482,Langeland,4DC,4,Fourth decil,172054
2016,482,Langeland,5DC,5,Fifth decil,189174
2016,482,Langeland,6DC,6,Sixth decil,208158
2016,482,Langeland,7DC,7,Seventh decil,229736
2016,482,Langeland,8DC,8,Eigth decil,256059
2016,482,Langeland,9DC,9,Ninth decil,295746
2016,482,Langeland,10DC,10,Tenth decil,430162
2017,482,Langeland,1DC,1,First decil,88159
2017,482,Langeland,2DC,2,Second decil,144729
2017,482,Langeland,3DC,3,Third decil,161327
2017,482,Langeland,4DC,4,Fourth decil,175548
2017,482,Langeland,5DC,5,Fifth decil,193006
2017,482,Langeland,6DC,6,Sixth decil,213408
2017,482,Langeland,7DC,7,Seventh decil,235832
2017,482,Langeland,8DC,8,Eigth decil,263429
2017,482,Langeland,9DC,9,Ninth decil,302148
2017,482,Langeland,10DC,10,Tenth decil,446618
2018,482,Langeland,1DC,1,First decil,85804
2018,482,Langeland,2DC,2,Second decil,146250
2018,482,Langeland,3DC,3,Third decil,164149
2018,482,Langeland,4DC,4,Fourth decil,179255
2018,482,Langeland,5DC,5,Fifth decil,197080
2018,482,Langeland,6DC,6,Sixth decil,218403
2018,482,Langeland,7DC,7,Seventh decil,241710
2018,482,Langeland,8DC,8,Eigth decil,269697
2018,482,Langeland,9DC,9,Ninth decil,308664
2018,482,Langeland,10DC,10,Tenth decil,435681
2019,482,Langeland,1DC,1,First decil,85897
2019,482,Langeland,2DC,2,Second decil,150982
2019,482,Langeland,3DC,3,Third decil,167541
2019,482,Langeland,4DC,4,Fourth decil,183568
2019,482,Langeland,5DC,5,Fifth decil,203387
2019,482,Langeland,6DC,6,Sixth decil,225601
2019,482,Langeland,7DC,7,Seventh decil,248934
2019,482,Langeland,8DC,8,Eigth decil,276833
2019,482,Langeland,9DC,9,Ninth decil,318911
2019,482,Langeland,10DC,10,Tenth decil,508929
2020,482,Langeland,1DC,1,First decil,100551
2020,482,Langeland,2DC,2,Second decil,156638
2020,482,Langeland,3DC,3,Third decil,173364
2020,482,Langeland,4DC,4,Fourth decil,189745
2020,482,Langeland,5DC,5,Fifth decil,210400
2020,482,Langeland,6DC,6,Sixth decil,233186
2020,482,Langeland,7DC,7,Seventh decil,257620
2020,482,Langeland,8DC,8,Eigth decil,289823
2020,482,Langeland,9DC,9,Ninth decil,334571
2020,482,Langeland,10DC,10,Tenth decil,605436
2021,482,Langeland,1DC,1,First decil,93497
2021,482,Langeland,2DC,2,Second decil,162343
2021,482,Langeland,3DC,3,Third decil,179698
2021,482,Langeland,4DC,4,Fourth decil,197096
2021,482,Langeland,5DC,5,Fifth decil,220275
2021,482,Langeland,6DC,6,Sixth decil,245294
2021,482,Langeland,7DC,7,Seventh decil,271445
2021,482,Langeland,8DC,8,Eigth decil,304322
2021,482,Langeland,9DC,9,Ninth decil,353447
2021,482,Langeland,10DC,10,Tenth decil,536640
2022,482,Langeland,1DC,1,First decil,94755
2022,482,Langeland,2DC,2,Second decil,164043
2022,482,Langeland,3DC,3,Third decil,182320
2022,482,Langeland,4DC,4,Fourth decil,199282
2022,482,Langeland,5DC,5,Fifth decil,221978
2022,482,Langeland,6DC,6,Sixth decil,246458
2022,482,Langeland,7DC,7,Seventh decil,273786
2022,482,Langeland,8DC,8,Eigth decil,307013
2022,482,Langeland,9DC,9,Ninth decil,356437
2022,482,Langeland,10DC,10,Tenth decil,578149
2023,482,Langeland,1DC,1,First decil,99678
2023,482,Langeland,2DC,2,Second decil,169656
2023,482,Langeland,3DC,3,Third decil,189510
2023,482,Langeland,4DC,4,Fourth decil,207111
2023,482,Langeland,5DC,5,Fifth decil,228264
2023,482,Langeland,6DC,6,Sixth decil,253372
2023,482,Langeland,7DC,7,Seventh decil,281959
2023,482,Langeland,8DC,8,Eigth decil,315575
2023,482,Langeland,9DC,9,Ninth decil,367319
2023,482,Langeland,10DC,10,Tenth decil,619867
2024,482,Langeland,1DC,1,First decil,99211
2024,482,Langeland,2DC,2,Second decil,171603
2024,482,Langeland,3DC,3,Third decil,189882
2024,482,Langeland,4DC,4,Fourth decil,207834
2024,482,Langeland,5DC,5,Fifth decil,231831
2024,482,Langeland,6DC,6,Sixth decil,257821
2024,482,Langeland,7DC,7,Seventh decil,286858
2024,482,Langeland,8DC,8,Eigth decil,322085
2024,482,Langeland,9DC,9,Ninth decil,375244
2024,482,Langeland,10DC,10,Tenth decil,582326
1987,492,Ærø,1DC,1,First decil,19657
1987,492,Ærø,2DC,2,Second decil,53187
1987,492,Ærø,3DC,3,Third decil,60805
1987,492,Ærø,4DC,4,Fourth decil,66932
1987,492,Ærø,5DC,5,Fifth decil,73474
1987,492,Ærø,6DC,6,Sixth decil,80259
1987,492,Ærø,7DC,7,Seventh decil,87913
1987,492,Ærø,8DC,8,Eigth decil,98112
1987,492,Ærø,9DC,9,Ninth decil,112444
1987,492,Ærø,10DC,10,Tenth decil,162852
1988,492,Ærø,1DC,1,First decil,20735
1988,492,Ærø,2DC,2,Second decil,56140
1988,492,Ærø,3DC,3,Third decil,64251
1988,492,Ærø,4DC,4,Fourth decil,70626
1988,492,Ærø,5DC,5,Fifth decil,77337
1988,492,Ærø,6DC,6,Sixth decil,84887
1988,492,Ærø,7DC,7,Seventh decil,93315
1988,492,Ærø,8DC,8,Eigth decil,103288
1988,492,Ærø,9DC,9,Ninth decil,117572
1988,492,Ærø,10DC,10,Tenth decil,174235
1989,492,Ærø,1DC,1,First decil,26488
1989,492,Ærø,2DC,2,Second decil,61904
1989,492,Ærø,3DC,3,Third decil,70591
1989,492,Ærø,4DC,4,Fourth decil,77821
1989,492,Ærø,5DC,5,Fifth decil,84782
1989,492,Ærø,6DC,6,Sixth decil,92157
1989,492,Ærø,7DC,7,Seventh decil,100677
1989,492,Ærø,8DC,8,Eigth decil,110425
1989,492,Ærø,9DC,9,Ninth decil,123779
1989,492,Ærø,10DC,10,Tenth decil,166945
1990,492,Ærø,1DC,1,First decil,25560
1990,492,Ærø,2DC,2,Second decil,65149
1990,492,Ærø,3DC,3,Third decil,73844
1990,492,Ærø,4DC,4,Fourth decil,81332
1990,492,Ærø,5DC,5,Fifth decil,88261
1990,492,Ærø,6DC,6,Sixth decil,96040
1990,492,Ærø,7DC,7,Seventh decil,104684
1990,492,Ærø,8DC,8,Eigth decil,115437
1990,492,Ærø,9DC,9,Ninth decil,130917
1990,492,Ærø,10DC,10,Tenth decil,175357
1991,492,Ærø,1DC,1,First decil,27061
1991,492,Ærø,2DC,2,Second decil,69199
1991,492,Ærø,3DC,3,Third decil,77953
1991,492,Ærø,4DC,4,Fourth decil,85236
1991,492,Ærø,5DC,5,Fifth decil,92301
1991,492,Ærø,6DC,6,Sixth decil,100839
